11,	'Master Yi',	'the Wuju Bladesman',	'Keeper of the ancient art of Wuju, Master Yi is a mystical warrior from the isle of Ionia.  He descended from one of the few tribes dedicated to the preservation of Wuju, a martial art founded with the principles of absolute spiritual awareness of one's self and one's enemy.  When the armies of Noxus invaded Ionia, Master Yi joined in the Ionian defense to fight the craven enemy, bringing his village honor through his unparalleled mastery of the blade.  The ensuing battles ravaged the land, but no conflict inflicted as much horror as the day the armies of Noxus closed in on Yi's village. Left undefended, the village became the unfortunate test subject of the latest invention by an up-and-coming chemist, now known as Singed. The remains of the village that Master Yi returned to were so horrific that it remains a festering scar on Ionian history.  To this day, no Ionian will ever publicly speak of what occurred.After the Noxian invasion was contained, Master Yi fell into a deep isolation.  For years, he trained morning to night, speaking to no one and refusing offers of consolation by fellow Ionians.  The only thing stopping him from madly charging into Noxus battle lines headfirst was his pledge to keep the Wuju style alive.  Even though he seethed with impatience, his rage became a tool for sharpening his practice of Wuju, developing stronger and deadlier skills for his eventual vengeance.  The only thing that roused him was news of the League's formation, and Noxus' subsequent enrollment in the League. Master Yi now brings his mastery of the blade to the League of Legends with unflinching purpose: to avenge his kinfolk and end the predations of the Noxus once and for all.''The art of Wuju lives on in Master Yi, and is plunged through the hearts of his foes.''-- Soraka, the Starchild',	'carry,melee,recommended'
12,	'Alistar',	'the Minotaur',	'As the mightiest warrior to ever emerge from the Minotaur tribes of the Great Barrier, Alistar defended his tribe from Valoran's many dangers; that is, until the coming of the Noxian army. Alistar was lured from his village by the machinations of Keiran Darkwill, General Boram Darkwill's youngest son and commander of the Noxian expeditionary force. When Alistar returned, he found his village burning and his family slain. Bellowing with rage, he charged an entire regiment of Noxus' elite, slaughtering them by the hundreds. Only the intervention of some of Noxus' most skilled summoners checked Alistar's rage. Brought in chains to Noxus, Alistar spent the intervening years as a gladiator in the Fleshing, pitted in endless battle for the entertainment of Noxus' wealthy leaders.Alistar's once noble soul slowly became twisted, and he would have been driven to insanity if not for Ayelia, a young servant girl who befriended him and eventually arranged for his escape. Suddenly free, Alistar joined the newly formed League of Legends to fight as a champion, hoping to one day exact his final vengeance upon Noxus and find the girl who had renewed his hope. Initially unwilling to cater to his celebrity status as a champion, Alistar has since discovered that there is power in fame, and he has become a vocal advocate for those whom the Noxian government treads upon. He also calls to light things that the Noxian military would prefer remain hidden -- something that has made him very unpopular with Noxus' nobles. His charitable work has earned him several philanthropic awards, which serve as an interesting contrast to the rage and destruction he brings to the League of Legends.If you intend to grab the bull by the horns as a summoner, Alistar might have something to say about that.',	'tank,pusher,melee'
13,	'Ryze',	'the Rogue Mage',	'There are many on Runeterra who are attracted to the study of magic or, in recent times, the emerging field of techmaturgy. For most, pursuit of such knowledge is formalized in a college or university. The halls of traditional study were never for Ryze, however, who felt a more raw and primal connection to the magic of Runeterra than those who tried to teach him. He struck out on his own as a young man to discover what already called to him. Ryze traveled the world, seeking the wisdom of powerful hermits, witches, and shamans - anyone who had something to share beyond what was taught in the city-states of Valoran. When he had learned all he could from these fonts of wisdom, Ryze turned to seek the lost, forgotten, and forbidden knowledge in the world, delving into mystical worlds where others feared to tread.Ryze's tireless searching for magical knowledge led him to an ancient form of spellcraft known as thorn magic. This art required Ryze to tattoo spells on his body, permanently infusing his being with vast arcane power and finally fulfilling his need to bond with the mystical energies of Runeterra. His travels also led him to uncover the giant indestructible scroll he now carries on his back - the purpose of the inscribed spell remains a secret only Ryze knows. He claims it is an abomination - something that he must safeguard from the world. This has piqued the curiosity of many, though no one is sure how to separate the scroll from Ryze, or if it is possible to overcome the rogue mage to do so. Since then, Ryze has joined the League of Legends to study the magical creatures and powerful will-workers that fight there, in order to complete his exploration of mystical Runeterra.''Ryze is no longer just a mage - he has become a creature of magic itself.''-- High Councilor Heywan Relivash',	'mage,ranged,recommended'
14,	'Sion',	'the Undead Champion',	'Prior to the creation of the League of Legends, the city-states of Demacia and Noxus were locked in a brutal series of on-again-off-again wars that spanned the course of centuries.  Both powers sought an advantage over the other, but Noxus was the city-state willing to forego conventional morality to achieve its goals.  Only brute strength and the will to use it mattered to Noxus, and this is best exemplified in the murderous warrior, Sion.  Used by the Noxians as a human battering ram, Sion would be sent thundering ahead of Noxian troops.  He would mercilessly slaughter foes with his large double-bladed axe, ''Chopper''. His complete disregard for caution ultimately cost him his life, as he was captured and summarily executed by Demacian forces.The Demacians thought that the beheading of Sion would be the end of his bloodthirsty ways.  Death, however, was merely the beginning of Sion's rise to power.  The famed Noxian assassin, Katarina, recovered Sion's remains and Noxian necromancers reanimated the behemoth to serve Noxus once again.  Sion's reanimation actually bestowed new powers on him and increased the potency of his existing abilities, making him even more of a terror to behold on the battlefield.  The Noxian High Command had a powerful new weapon in their hands - one they have brought to bear as a champion in the League of Legends.  Even though Sion's increased powers would make him a powerful tool for the High Command's use outside the Fields of Justice, Noxus no longer risks losing one of their greatest champions in the League to chance or circumstance; Sion's days as a front-line fighter for Noxus' military conquests are at an end.''For Noxus, death is a promotion.''-- Pantheon',	'fighter,melee'
15,	'Sivir',	'the Battle Mistress',	'The beautiful and deadly champion known as Sivir has been a favorite of League summoners for close to a decade.  A soldier-for-hire outside of the Fields of Justice, she is the embodiment of a highly successful mercenary on modern day Runeterra.  Sivir has little interest in the ''cribbage sheets'' - as she calls them - of League influence bartering.  Instead, she is motivated by material wealth and riches, and she is paid handsomely for her services.  Sivir is one of the wealthiest individuals found anywhere on Valoran.  Sivir owns multiple residences in a number of different city-states, as well as ownership stakes in a number of businesses all across Valoran.  Her detractors, either envious of her success or acrimonious of her flexible morality, have begun to use Sivir as a symbol of what is wrong with the mercenary nature of the League.  Sivir dismisses her critics, saying that while her personal code of ethics is less ruthless than her competitors, ''Everyone has a price.''Sivir has earned many titles and accolades throughout her illustrious career, but the one she held until recently was ''Battle Mistress of Noxus''. Now she is simply known as ''The Battle Mistress'' after breaking her contract with the Noxian High Command.  Sivir dared to object to the Noxian war against the peaceful island state of Ionia, though less about the morality of the issue than the planning behind it; her predictions of a bloody stalemate came true when the Ionians held off the relentless assaults of the Noxians.  Claiming that the Noxian High Command had lost its direction, she left Noxus and made her services available to the Institute of War.  The Noxian High Command has sent a number of contracted assassins to deal with its rogue mercenary, but none have delivered her or survived.''Time and time again, Sivir proves that she has earned the right to call herself 'The Battle Mistress'.''-- Jax',	'carry,pusher,ranged,recommended'
16,	'Soraka',	'the Starchild',	'A healer gifted with the magic of the stars, Soraka holds all living creatures close to her heart. She was once a celestial being, but she sacrificed her immortality and entered the world of mortals. So long as evil threatens life in Valoran, Soraka will not allow herself peace.Soraka lived for centuries in an enchanted grove. A being of the stars, she healed the wounded and sick that sought her out. One man called Warwick came to her grove and begged her to heal his wife, who lay lifeless in his arms. His despair touched Soraka's heart. Though it was too late to save his wife, she offered to help heal the pain of his loss. Unwilling to let go of his grief Warwick ran from the grove, but returned over the following days to hear Soraka's guidance. She began to grow attached to the grieving man. One day Warwick told her he had found the men who killed his wife. He believed revenge would heal his pain - and if he died fighting, he would at least find peace. Though she pleaded with him, Warwick ignored her and left the grove. The voices of the stars warned her not to follow him, but Soraka had to intervene.She stepped into the mortal world for the first time, and soon found Warwick desperately fighting a group of men. She tried to heal him, but for every wound she closed, the men inflicted two more. Soraka realized that she would have to fight to save her friend. The stars screamed in her mind, telling her not to use her powers for harm. Ignoring their warning, she struck the attackers with a flash of brilliant light. Crying out in terror and shielding their eyes from her divine radiance, they fled. Soraka's celestial form faded and the stars fell silent - for her transgression, she became mortal. She still felt the power of the stars within her, but they no longer offered her guidance. She took comfort in Warwick's safety, gently healing his wounds, but the man she had called her friend slipped a dagger between her ribs. As her blood spilled, Soraka realized he had fooled her, and everything he had done was a complicated ruse. Feeling humiliated and betrayed she called once more on the power of the stars, searing his flesh and cursing his cruelty. He retreated with an agonized howl, leaving Soraka to reflect upon her fate. Though her life had changed, she felt empowered and renewed with a singular purpose. No longer bound to the grove, Soraka set out into the mortal world, vowing to heal the wounded and protect the helpless.''The cruelty of one will not blind me to the suffering of many.''-- Soraka',	'support,ranged,recommended'
17,	'Teemo',	'the Swift Scout',	'Teemo is a legend among his yordle brothers and sisters in Bandle City. As far as yordles are concerned, there is something just slightly off about him. While Teemo enjoys the companionship of other yordles, he also insists on frequent solo missions in the ongoing defense of Bandle City. Despite his genuinely warm personality, something switches off inside Teemo's mind during combat so that the lives he must end while on patrol do not burden him. Even as a young recruit, the drill instructors and other trainees found it a little disconcerting that, while Teemo was normally charming and kind, he turned deadly serious and highly efficient the minute combat exercises began. Teemo's superiors quickly steered him toward the Scouts of the Mothership, which is one of Bandle City's most distinguished Special Forces unit alongside the Megling Commandos.While most yordles do not handle solo scouting missions with a great deal of finesse, Teemo is remarkably efficient at them. His record of success in defending Bandle City from infiltrators easily makes him one of the most dangerous yordles alive, though you'd never know it by having a cup of honey mead with him at his favorite inn. Bandle City chose Teemo as their first champion for the League, and he has taken to it like a duck to water. His signature weapon - a blowgun - uses a rare ajunta poison he personally gathers from the jungles of Kumungu. To help cope with his lengthy periods of isolation, Teemo recently struck up a friendship with Tristana, a fellow League champion and fellow member of Bandle City's Special Forces. This connection is healthy for both yordles, though now Valoran's voracious media outlets circulate rumors that the friendship is turning into a romantic relationship. Regardless, Teemo is a crowd favorite in the League of Legends, and a pint-sized foe that many have come to fear.''Teemo rides a thin line between chipper compatriot and unrepentant killer, but there's no one else I'd rather have as a friend.''-- Tristana',	'support,stealth,ranged'
18,	'Tristana',	'the Megling Gunner',	'The Megling Commandos are something of a legend in Bandle City. They have a history that spans centuries, and they remain the oldest yordle military unit still in service. They are renowned for their courage, deadliness, and ruthlessness, making them the most respected and feared of all warriors in Bandle City. Legends of Megling, the valiant founder of the commandos, are still heard throughout Valoran's taverns. It was these legends that most fascinated a young Tristana. Since she was a wee child, Tristana wanted nothing more than to become the crack shot that her idol had been all those years ago. She trained her entire life, until finally she was old enough to join the military and able to earn her place among the Megling Commandos. The senior officers were impressed by her abilities, claiming that Tristana was a natural, and her dream was realized the day she donned her Megling fatigues.Though her heart lies with her unit, the call to the League of Legends was irresistible and now Tristana protects Bandle City as a champion. While intense and focused as a Megling Gunner, Tristana is remarkably different in her personal life. Outside the Fields of Justice, she is friendly and cheerful - the sort of yordle who always has a kind word for everyone. Tristana recently struck up a close friendship with Teemo, the Swift Scout. They are both members of Bandle City's Special Forces, so not only do they bond as yordles, but also as fellow warriors and champions... though she outright ignores any questions pertaining to a blossoming romance.''If there's one person I'd trust to take on a difficult mission, it's Tristana - all day long!''-- Teemo',	'carry,ranged,recommended'
19,	'Warwick',	'the Blood Hunter',	'Warwick was once a man revered for his ability to track down human specimens for the darkest types of scientific research. When his ambitions exceeded his physical limits, he drank a dangerous elixir to transform himself into an unstoppable manhunter.  His newfound strength bore a heavy price.Before his transformation, Warwick found his calling in Zaun as a ''procurer'' of human test subjects. Known for his crafty methods and ruthless determination, people regarded him with a cautious mixture of fear and respect. As his reputation grew, so did the demands placed upon him. His clients wanted more rare and dangerous specimens, and they wanted them sooner. To meet their demands, Warwick needed strength that transcended his limited human form. His longtime friend, Singed, devised a powerful formula. The recipe called for three critical components: silver from the Shadow Isles, the fang of a Balefire dire wolf, and the heart of a celestial being. Warwick tracked down the first two in short order, but the third proved a much greater challenge. He traveled to Ionia to trap Soraka, a creature believed to be a child of the stars, but she discovered his ploy and drove him away with powerful magic. Unable to tolerate his failure, Warwick returned to Singed disfigured and furious. He demanded the chemist's incomplete potion, but Singed warned him that the results would be unpredictable. Ignoring his friend's warning, Warwick drank the concoction. The brew transformed him into a creature both man and wolf, infusing him with raw strength and heightened senses. Exhilarated, he immediately began testing his newfound power. Each day his instincts became sharper, but his human half slipped further away. He could feel himself losing control: though he always got his prey, he often failed to bring them back alive. Now he seeks the heart of Soraka to stabilize his transformation before his mind gives way to the feral urges of the beast.''Eventually the beast catches up with all of us.''-- Warwick',	'fighter,jungler,melee,recommended'
20,	'Nunu',	'the Yeti Rider',	'Freljord is an unforgiving land covered in snow and ice. Travel, especially in the winter, can be very dangerous. The elements often claim even those who have spent their entire lives there. The boy known as Nunu is defined by such tragedy. One day when he was a young child, Nunu rode on his father's back as they returned from a trapping expedition in the mountains. An unexpected blizzard came upon them, forcing them to seek refuge in a cave. The tempest was the worst in countless years, and it lasted for days. Nunu's father left to find food, but he never returned.The blizzard eventually cleared, and the young child lay dying on the mountainside. Fortunately for Nunu, this was the land of the yetis, who are powerful beasts with whom Nunu's father had secured an arrangement for safe passage. A young yeti boy named Willump found Nunu and brought him home. From then on Nunu was raised by the yetis, whose culture remains a mystery to most Runeterrans. The boy quickly discovered that the seemingly savage creatures were in fact deeply spiritual beings living in harmony with their environment. They are very territorial and unafraid of defending themselves if called upon to do so. The yetis have watched the rest of Valoran, and they can smell the change on the wind. When the League of Legends was formed, the yetis knew they needed a champion. Riding his brother Willump, Nunu became that champion. Those who follow the League know that the boy is mature beyond his years, but, while he appears human, his mind is that of his adoptive kin.If this is him now, imagine what Nunu will be like when he grows up!',	'fighter,melee,jungler,recommended'
21,	'Miss Fortune',	'the Bounty Hunter',	'For those who brave the harsh seas of Runeterra, attaining one's own ship and crew is the pinnacle of success. Sarah Fortune, a well-respected (some would say legendary) bounty hunter from Bilgewater, was able to achieve this feat just after her sixteenth birthday, etching out her name as the go-to gal for resolving special troubles. No bounty was too difficult or too dangerous for her feminine charm and her renowned use of her twin pistols, ''Shock and Awe''. Her success gave her the means to legitimately purchase her own ship... with a little flirtatious haggling, of course. Things weren't always so fortunate for Miss Fortune, though. When she was young, trade ships began to dot the horizon of her quiet home in the northern shores of Blue Flame Island's largest chunk. Trade routes brought piracy, and the inhabitants soon found themselves caught in a frenzy of pillage.One day, young Sarah returned home to hear gunshots and screaming. Her front door was smashed open; inside, she saw her mother lying in a pool of blood. A sudden blow to her head made her collapse next to her slain mother. The last thing she could remember were her attacker's red eyes, as his face was blocked by a rogue's bandana. Miss Fortune has a strong distrust for pirates and she finds herself constantly bickering with the infamous Gangplank (the only captain to resist her charms) over the direction of Bilgewater politics. Her two goals: to unite the people of Bilgewater, making them into a strong and independent society, and to find the pirate who killed her mother. To that end, she has entered the League of Legends as a champion, trading her skills for the wealth and influence that will help her accomplish both.',	'ranged,carry'
